time,date,itemid,price,discount,price_before_discount,stock,sold,item_status,cmt_count,liked_count,source,url
1685983431,2023-06-05 23:43:51,17787122713,37174097,23%,48156532,20,12,normal,29,5,shopee,
1685983497,2023-06-05 16:44:57,17787122713,37962243,23%,49177522,20,10,normal,28,4,shopee,
1685983825,2023-06-05 16:50:25,17787122713,37961686,23%,49176800,11,13,normal,27,5,shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-14-Pro-Max-256GB-Ch%C3%ADnh-h%C3%A3ng-VN-A-i.487028617.17787122713
1685984562,2023-06-05 17:02:42,17787122713,41627566,23%,53960660,146,13,normal,22,1,shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-14-Pro-Max-256GB-Ch%C3%ADnh-h%C3%A3ng-VN-A-i.487028617.17787122713
1685986280,2023-06-05 17:31:20,17787122713,42294051,23%,54824606,172,13,normal,20,1,shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-14-Pro-Max-256GB-Ch%C3%ADnh-h%C3%A3ng-VN-A-i.487028617.17787122713
1685988397,2023-06-05 18:06:37,17787122713,35951959,23%,46603528,14,11,normal,22,4,shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-14-Pro-Max-256GB-Ch%C3%ADnh-h%C3%A3ng-VN-A-i.487028617.17787122713
1685989881,2023-06-05 18:31:21,17787122713,35479013,23%,45990461,20,12,normal,23,2,shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-14-Pro-Max-256GB-Ch%C3%ADnh-h%C3%A3ng-VN-A-i.487028617.17787122713
1685991787,2023-06-05 19:03:07,17787122713,40980053,23%,53121306,19,10,normal,32,1,shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-14-Pro-Max-256GB-Ch%C3%ADnh-h%C3%A3ng-VN-A-i.487028617.17787122713
1685993479,2023-06-05 19:31:19,17787122713,40900346,23%,53017985,17,13,normal,30,2,shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-14-Pro-Max-256GB-Ch%C3%ADnh-h%C3%A3ng-VN-A-i.487028617.17787122713
1685995393,2023-06-05 20:03:13,17787122713,45429999,23%,58889649,12,12,normal,29,4,shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-14-Pro-Max-256GB-Ch%C3%ADnh-h%C3%A3ng-VN-A-i.487028617.17787122713
1685997092,2023-06-05 20:31:32,17787122713,35821249,23%,46434092,12,11,normal,24,5,shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-14-Pro-Max-256GB-Ch%C3%ADnh-h%C3%A3ng-VN-A-i.487028617.17787122713
1685998969,2023-06-05 21:02:49,17787122713,40318531,23%,52263795,17,10,normal,30,0,shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-14-Pro-Max-256GB-Ch%C3%ADnh-h%C3%A3ng-VN-A-i.487028617.17787122713
1686000675,2023-06-05 21:31:15,17787122713,39404148,23%,51078505,20,12,normal,29,4,shopee,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Apple-iPhone-14-Pro-Max-256GB-Ch%C3%ADnh-h%C3%A3ng-VN-A-i.487028617.17787122713
