time,date,itemid,price,discount,price_before_discount,stock,sold,item_status,cmt_count,liked_count,source,url
1685983428,2023-06-05 23:43:48,197216291,27450000,19%,33990000,1000,2936,available,472,0,tiki,
1685983490,2023-06-05 16:44:50,197216291,27450000,19%,33990000,1000,2936,available,472,0,tiki,
1685983817,2023-06-05 16:50:17,197216291,27450000,19%,33990000,1000,2936,available,472,0,tiki,https://tiki.vn/api/v2/products/197216291?platform=web&spid=197216310
1685984555,2023-06-05 17:02:35,197216291,27290000,20%,33990000,1000,2936,available,472,0,tiki,https://tiki.vn/api/v2/products/197216291?platform=web&spid=197216310
1685986274,2023-06-05 17:31:14,197216291,27290000,20%,33990000,1000,2936,available,472,0,tiki,https://tiki.vn/api/v2/products/197216291?platform=web&spid=197216310
1685988390,2023-06-05 18:06:30,197216291,27290000,20%,33990000,1000,2936,available,472,0,tiki,https://tiki.vn/api/v2/products/197216291?platform=web&spid=197216310
1685989874,2023-06-05 18:31:14,197216291,27290000,20%,33990000,1000,2936,available,472,0,tiki,https://tiki.vn/api/v2/products/197216291?platform=web&spid=197216310
1685991781,2023-06-05 19:03:01,197216291,27290000,20%,33990000,1000,2936,available,472,0,tiki,https://tiki.vn/api/v2/products/197216291?platform=web&spid=197216310
1685993473,2023-06-05 19:31:13,197216291,27290000,20%,33990000,1000,2936,available,472,0,tiki,https://tiki.vn/api/v2/products/197216291?platform=web&spid=197216310
1685995386,2023-06-05 20:03:06,197216291,27290000,20%,33990000,1000,2936,available,472,0,tiki,https://tiki.vn/api/v2/products/197216291?platform=web&spid=197216310
1685997084,2023-06-05 20:31:24,197216291,27290000,20%,33990000,1000,2936,available,472,0,tiki,https://tiki.vn/api/v2/products/197216291?platform=web&spid=197216310
1685998962,2023-06-05 21:02:42,197216291,27290000,20%,33990000,1000,2936,available,472,0,tiki,https://tiki.vn/api/v2/products/197216291?platform=web&spid=197216310
1686000667,2023-06-05 21:31:07,197216291,27290000,20%,33990000,1000,2936,available,472,0,tiki,https://tiki.vn/api/v2/products/197216291?platform=web&spid=197216310
1686002587,2023-06-05 22:03:07,197216291,27290000,20%,33990000,1000,2936,available,472,0,tiki,https://tiki.vn/api/v2/products/197216291?platform=web&spid=197216310
1686004282,2023-06-05 22:31:22,197216291,27290000,20%,33990000,1000,2936,available,472,0,tiki,https://tiki.vn/api/v2/products/197216291?platform=web&spid=197216310
1686006190,2023-06-05 23:03:10,197216291,27290000,20%,33990000,1000,2936,available,472,0,tiki,https://tiki.vn/api/v2/products/197216291?platform=web&spid=197216310
1686007885,2023-06-05 23:31:25,197216291,27290000,20%,33990000,1000,2936,available,472,0,tiki,https://tiki.vn/api/v2/products/197216291?platform=web&spid=197216310
1686011696,2023-06-06 00:34:56,197216291,27290000,20%,33990000,1000,2936,available,472,0,tiki,https://tiki.vn/api/v2/products/197216291?platform=web&spid=197216310
1686017587,2023-06-06 02:13:07,197216291,27290000,20%,33990000,1000,2936,available,472,0,tiki,https://tiki.vn/api/v2/products/197216291?platform=web&spid=197216310
